optimal_tour,optimal_tour_length,simulated_annealing_tour,simulated_annealing_tour_length,score,time
"{1, 16, 2, 28, 25, 9, 19, 6, 18, 27, 5, 12, 14, 20, 15, 26, 30, 8, 13, 22, 29, 21, 3, 10, 24, 7, 11, 17, 23, 4, 1}",3.973015,"{1, 16, 2, 28, 25, 9, 19, 6, 5, 12, 14, 20, 15, 26, 30, 8, 18, 27, 24, 10, 3, 21, 13, 22, 29, 7, 11, 17, 23, 4, 1}",4.323614,0.088245,0.058175
"{1, 19, 2, 22, 29, 6, 14, 27, 3, 15, 24, 20, 28, 16, 17, 23, 13, 7, 21, 30, 5, 26, 25, 11, 10, 12, 9, 18, 4, 8, 1}",4.316586,"{1, 8, 4, 12, 10, 11, 25, 26, 5, 30, 21, 7, 13, 23, 17, 16, 28, 20, 24, 15, 3, 29, 22, 6, 14, 27, 9, 18, 2, 19, 1}",4.566650,0.057931,0.058375
"{1, 3, 17, 27, 11, 20, 16, 24, 6, 23, 18, 12, 30, 28, 13, 19, 29, 7, 2, 4, 8, 26, 14, 9, 21, 25, 15, 22, 5, 10, 1}",4.137365,"{1, 3, 17, 27, 11, 20, 16, 24, 6, 23, 18, 12, 30, 28, 29, 13, 19, 7, 2, 4, 8, 26, 14, 9, 21, 25, 15, 22, 5, 10, 1}",4.161847,0.005917,0.058486
"{1, 14, 15, 12, 26, 17, 16, 5, 27, 3, 22, 7, 24, 23, 18, 10, 8, 30, 2, 11, 25, 13, 20, 6, 28, 19, 29, 9, 21, 4, 1}",3.988580,"{1, 21, 9, 29, 19, 28, 6, 20, 13, 25, 11, 2, 30, 8, 10, 18, 23, 24, 7, 22, 3, 27, 5, 16, 17, 26, 12, 15, 4, 14, 1}",4.009286,0.005192,0.057997
"{1, 22, 6, 16, 18, 5, 23, 10, 27, 14, 19, 21, 13, 12, 26, 30, 15, 4, 2, 7, 20, 17, 25, 11, 29, 24, 28, 3, 9, 8, 1}",4.302557,"{1, 22, 6, 16, 18, 5, 23, 10, 27, 14, 19, 21, 13, 26, 15, 30, 2, 4, 12, 7, 20, 17, 25, 11, 29, 24, 9, 8, 3, 28, 1}",4.410450,0.025077,0.058245
"{1, 22, 21, 26, 24, 11, 19, 16, 29, 2, 30, 25, 10, 6, 12, 5, 20, 23, 13, 9, 28, 4, 15, 27, 17, 7, 18, 3, 8, 14, 1}",4.111514,"{1, 14, 8, 3, 18, 7, 17, 27, 15, 4, 28, 9, 13, 23, 20, 5, 12, 6, 10, 25, 30, 2, 29, 16, 19, 11, 24, 26, 21, 22, 1}",4.111513,0.000000,0.058194
"{1, 7, 14, 21, 29, 20, 17, 27, 13, 24, 8, 23, 4, 3, 19, 30, 18, 6, 2, 26, 9, 12, 16, 10, 5, 28, 22, 11, 15, 25, 1}",4.330055,"{1, 25, 11, 15, 22, 28, 5, 7, 14, 21, 29, 20, 17, 27, 13, 24, 8, 23, 4, 3, 19, 30, 18, 6, 2, 26, 9, 12, 10, 16, 1}",4.453666,0.028547,0.058146
"{1, 17, 5, 10, 2, 28, 6, 22, 7, 30, 18, 26, 20, 23, 16, 24, 27, 14, 29, 12, 19, 21, 13, 8, 9, 3, 11, 4, 25, 15, 1}",4.142762,"{1, 17, 5, 10, 2, 28, 22, 7, 30, 18, 26, 20, 23, 16, 24, 27, 14, 29, 12, 19, 21, 13, 8, 9, 3, 11, 4, 25, 6, 15, 1}",4.213121,0.016984,0.058222
"{1, 16, 27, 13, 7, 3, 17, 5, 2, 15, 8, 10, 11, 6, 9, 24, 14, 18, 22, 23, 20, 28, 25, 19, 29, 21, 30, 4, 12, 26, 1}",4.913415,"{1, 26, 19, 29, 12, 4, 30, 21, 20, 23, 22, 18, 14, 24, 9, 6, 28, 25, 2, 5, 17, 15, 11, 10, 8, 3, 7, 13, 27, 16, 1}",5.151674,0.048491,0.058681
"{1, 4, 22, 10, 7, 30, 12, 28, 13, 14, 18, 15, 23, 11, 3, 9, 26, 17, 2, 21, 16, 5, 6, 24, 19, 20, 8, 25, 29, 27, 1}",4.793414,"{1, 27, 4, 22, 10, 7, 30, 12, 28, 13, 14, 18, 15, 23, 11, 3, 9, 26, 17, 2, 21, 16, 5, 6, 24, 19, 8, 25, 29, 20, 1}",4.927761,0.028027,0.057996
"{1, 4, 19, 10, 2, 6, 16, 12, 22, 30, 15, 18, 29, 11, 3, 24, 9, 8, 17, 28, 26, 14, 13, 27, 23, 21, 5, 20, 25, 7, 1}",4.591197,"{1, 4, 19, 10, 2, 6, 16, 12, 22, 30, 15, 18, 29, 11, 3, 24, 9, 8, 17, 28, 26, 14, 13, 27, 23, 21, 5, 20, 25, 7, 1}",4.591197,0.000000,0.060057
"{1, 26, 19, 13, 25, 10, 18, 27, 28, 29, 12, 23, 8, 22, 24, 20, 7, 11, 30, 17, 3, 9, 4, 15, 2, 14, 16, 21, 5, 6, 1}",4.737271,"{1, 26, 13, 18, 27, 28, 29, 12, 23, 8, 22, 20, 7, 11, 30, 17, 4, 3, 9, 16, 21, 5, 14, 2, 15, 24, 25, 10, 19, 6, 1}",5.302881,0.119396,0.058231
"{1, 17, 24, 15, 10, 13, 9, 12, 2, 18, 5, 7, 29, 28, 30, 11, 23, 19, 22, 21, 20, 4, 26, 27, 14, 3, 8, 16, 6, 25, 1}",4.784280,"{1, 25, 13, 9, 12, 2, 23, 18, 7, 5, 10, 15, 17, 24, 26, 27, 14, 3, 4, 20, 21, 22, 28, 29, 30, 11, 19, 8, 16, 6, 1}",5.258834,0.099190,0.057971
"{1, 19, 23, 26, 16, 8, 24, 15, 6, 17, 14, 21, 22, 11, 2, 25, 10, 4, 18, 5, 28, 27, 30, 9, 12, 3, 20, 29, 7, 13, 1}",4.478666,"{1, 19, 29, 26, 23, 8, 16, 24, 15, 6, 17, 14, 11, 21, 22, 2, 25, 10, 4, 18, 5, 28, 27, 30, 9, 12, 3, 20, 7, 13, 1}",4.740425,0.058446,0.059687
"{1, 17, 22, 25, 26, 20, 10, 12, 8, 5, 16, 2, 4, 15, 6, 27, 3, 11, 24, 23, 30, 14, 28, 18, 9, 7, 19, 21, 13, 29, 1}",4.514713,"{1, 29, 13, 3, 11, 24, 21, 19, 7, 9, 18, 28, 23, 14, 30, 4, 2, 15, 6, 27, 20, 10, 12, 8, 16, 5, 26, 25, 22, 17, 1}",4.938726,0.093918,0.060367
"{1, 19, 28, 12, 30, 21, 25, 15, 7, 6, 9, 17, 10, 23, 8, 13, 22, 3, 2, 5, 27, 24, 18, 4, 11, 20, 16, 29, 26, 14, 1}",4.908777,"{1, 19, 28, 12, 30, 21, 25, 15, 7, 6, 9, 17, 10, 23, 8, 13, 22, 3, 2, 11, 20, 16, 29, 26, 4, 5, 27, 24, 18, 14, 1}",4.924088,0.003119,0.057738
"{1, 22, 11, 25, 9, 30, 29, 24, 10, 19, 28, 5, 20, 21, 13, 4, 17, 16, 7, 26, 15, 12, 8, 6, 23, 18, 2, 14, 3, 27, 1}",4.726371,"{1, 22, 11, 25, 9, 30, 19, 29, 24, 10, 28, 5, 20, 21, 13, 4, 17, 16, 7, 26, 8, 15, 12, 6, 23, 18, 2, 14, 3, 27, 1}",4.754078,0.005862,0.058033
"{1, 19, 30, 20, 22, 4, 5, 10, 23, 13, 2, 14, 17, 7, 21, 9, 28, 25, 3, 12, 8, 24, 29, 26, 6, 15, 11, 27, 18, 16, 1}",4.435366,"{1, 19, 30, 20, 22, 4, 5, 10, 16, 18, 3, 25, 23, 13, 2, 14, 17, 7, 21, 9, 28, 12, 8, 24, 29, 26, 6, 15, 11, 27, 1}",4.780174,0.077741,0.057914
"{1, 29, 30, 15, 8, 13, 18, 20, 21, 16, 26, 4, 17, 5, 28, 9, 2, 6, 23, 3, 19, 7, 14, 12, 22, 11, 27, 10, 25, 24, 1}",4.633789,"{1, 24, 11, 22, 12, 27, 10, 25, 14, 7, 19, 3, 2, 9, 5, 17, 28, 6, 23, 4, 26, 16, 21, 20, 18, 13, 8, 15, 30, 29, 1}",4.834589,0.043334,0.058627
"{1, 29, 10, 21, 8, 7, 16, 4, 26, 25, 5, 11, 14, 12, 13, 18, 15, 20, 9, 2, 17, 3, 27, 19, 23, 24, 30, 28, 22, 6, 1}",4.510364,"{1, 6, 22, 10, 21, 25, 5, 11, 12, 20, 9, 2, 17, 24, 28, 30, 23, 19, 3, 27, 15, 18, 13, 14, 26, 4, 16, 7, 8, 29, 1}",5.249846,0.163952,0.059945
"{1, 12, 26, 28, 8, 5, 18, 25, 4, 7, 10, 9, 11, 19, 15, 24, 22, 27, 30, 17, 6, 3, 16, 14, 21, 2, 29, 13, 20, 23, 1}",5.086709,"{1, 23, 20, 13, 29, 2, 21, 14, 16, 3, 6, 17, 30, 15, 24, 22, 27, 4, 25, 5, 18, 28, 26, 8, 7, 19, 11, 9, 10, 12, 1}",5.316685,0.045211,0.059941
"{1, 11, 21, 22, 9, 15, 12, 26, 17, 5, 7, 29, 6, 4, 18, 10, 23, 30, 13, 19, 28, 27, 2, 20, 16, 8, 24, 14, 25, 3, 1}",4.442464,"{1, 3, 25, 14, 24, 13, 19, 8, 16, 20, 2, 27, 28, 10, 23, 18, 4, 6, 29, 7, 5, 17, 26, 12, 15, 9, 22, 30, 21, 11, 1}",4.467900,0.005726,0.058686
"{1, 13, 10, 29, 30, 24, 4, 6, 28, 22, 8, 2, 11, 25, 16, 15, 17, 14, 7, 3, 26, 19, 23, 20, 9, 21, 5, 18, 12, 27, 1}",4.678977,"{1, 20, 27, 12, 18, 5, 9, 21, 23, 19, 26, 3, 7, 14, 17, 15, 16, 25, 11, 2, 8, 22, 28, 6, 4, 24, 30, 29, 10, 13, 1}",4.692559,0.002903,0.058640
"{1, 3, 11, 19, 8, 21, 25, 15, 6, 17, 24, 26, 29, 12, 13, 20, 9, 22, 23, 14, 27, 28, 16, 18, 30, 4, 7, 2, 10, 5, 1}",4.641083,"{1, 3, 11, 19, 10, 8, 21, 25, 15, 6, 17, 24, 29, 12, 13, 20, 9, 22, 23, 26, 14, 27, 28, 16, 18, 30, 4, 7, 2, 5, 1}",4.728827,0.018906,0.057940
"{1, 9, 28, 13, 24, 23, 22, 18, 2, 7, 3, 11, 29, 10, 27, 14, 8, 5, 26, 16, 19, 4, 25, 21, 12, 30, 6, 20, 15, 17, 1}",4.826322,"{1, 17, 15, 25, 5, 26, 16, 19, 4, 21, 12, 30, 6, 20, 9, 28, 13, 24, 18, 2, 7, 3, 11, 29, 10, 27, 14, 8, 22, 23, 1}",5.424557,0.123952,0.058323
"{1, 4, 11, 16, 2, 19, 12, 15, 3, 17, 23, 21, 20, 5, 13, 18, 10, 28, 7, 9, 8, 29, 26, 24, 22, 30, 25, 14, 27, 6, 1}",4.819925,"{1, 4, 11, 2, 19, 12, 15, 3, 17, 23, 21, 20, 5, 13, 18, 10, 28, 7, 9, 8, 29, 16, 26, 24, 22, 30, 25, 14, 27, 6, 1}",4.983367,0.033910,0.057800
"{1, 18, 11, 29, 7, 9, 3, 4, 27, 26, 25, 21, 20, 8, 24, 19, 12, 23, 22, 5, 2, 28, 14, 13, 6, 30, 10, 16, 15, 17, 1}",4.476297,"{1, 29, 7, 11, 18, 15, 10, 30, 6, 13, 14, 2, 5, 22, 23, 12, 19, 24, 20, 21, 25, 8, 26, 27, 4, 3, 9, 28, 16, 17, 1}",5.077911,0.134400,0.057869
"{1, 11, 10, 27, 4, 19, 25, 9, 23, 20, 24, 8, 7, 2, 28, 21, 22, 12, 16, 26, 6, 15, 30, 5, 13, 17, 14, 18, 29, 3, 1}",4.715083,"{1, 11, 19, 25, 9, 20, 24, 8, 2, 21, 28, 7, 23, 4, 10, 27, 22, 12, 14, 16, 26, 6, 15, 30, 5, 13, 17, 18, 29, 3, 1}",4.964849,0.052972,0.057845
"{1, 10, 4, 20, 7, 21, 17, 24, 28, 3, 12, 25, 8, 9, 16, 19, 18, 27, 6, 15, 11, 5, 29, 26, 14, 2, 13, 22, 30, 23, 1}",4.989420,"{1, 23, 21, 7, 17, 24, 28, 3, 12, 8, 9, 16, 19, 6, 15, 11, 5, 29, 26, 2, 14, 27, 18, 25, 20, 10, 4, 13, 22, 30, 1}",5.191043,0.040410,0.057986
"{1, 30, 5, 27, 16, 7, 4, 23, 21, 29, 14, 11, 10, 17, 20, 6, 19, 3, 8, 9, 22, 18, 26, 24, 28, 12, 13, 25, 2, 15, 1}",5.223788,"{1, 30, 27, 16, 7, 4, 5, 23, 21, 29, 14, 11, 10, 6, 20, 17, 9, 22, 18, 8, 3, 19, 26, 24, 28, 12, 13, 25, 2, 15, 1}",5.456170,0.044485,0.059937
"{1, 24, 15, 8, 2, 18, 30, 6, 21, 16, 25, 10, 20, 13, 29, 28, 27, 22, 26, 4, 3, 23, 12, 19, 5, 17, 11, 14, 7, 9, 1}",5.072044,"{1, 15, 8, 2, 18, 30, 6, 21, 25, 16, 10, 20, 13, 29, 28, 27, 22, 24, 4, 3, 26, 23, 12, 19, 5, 17, 11, 14, 7, 9, 1}",5.092028,0.003940,0.057716
"{1, 10, 12, 5, 20, 9, 22, 24, 3, 8, 29, 6, 30, 21, 11, 18, 19, 14, 26, 2, 25, 23, 17, 13, 27, 7, 28, 15, 16, 4, 1}",4.187406,"{1, 4, 16, 15, 28, 7, 27, 13, 17, 23, 25, 2, 26, 14, 19, 21, 18, 11, 30, 6, 29, 8, 3, 24, 22, 9, 20, 5, 12, 10, 1}",4.211140,0.005668,0.057962
"{1, 11, 21, 19, 20, 25, 6, 7, 17, 14, 13, 15, 23, 5, 4, 27, 16, 9, 10, 29, 18, 28, 12, 26, 2, 8, 3, 30, 24, 22, 1}",4.335116,"{1, 25, 20, 17, 6, 7, 14, 13, 15, 23, 5, 4, 27, 16, 9, 10, 29, 18, 28, 26, 12, 8, 2, 3, 30, 24, 22, 21, 19, 11, 1}",4.414030,0.018203,0.057821
"{1, 2, 26, 24, 9, 29, 4, 11, 25, 13, 15, 27, 3, 22, 10, 30, 21, 16, 5, 14, 17, 12, 28, 20, 18, 6, 23, 7, 8, 19, 1}",4.163941,"{1, 2, 26, 24, 9, 29, 4, 11, 25, 13, 15, 27, 3, 22, 10, 30, 21, 16, 5, 14, 17, 12, 28, 20, 18, 6, 23, 7, 8, 19, 1}",4.163941,0.000000,0.057800
"{1, 5, 24, 18, 28, 10, 2, 29, 19, 11, 16, 17, 7, 26, 8, 30, 13, 15, 12, 4, 21, 20, 22, 25, 14, 9, 6, 27, 3, 23, 1}",4.577283,"{1, 23, 3, 27, 6, 9, 14, 25, 22, 20, 21, 4, 13, 12, 15, 8, 30, 26, 7, 17, 16, 11, 10, 19, 2, 29, 28, 18, 24, 5, 1}",4.612985,0.007800,0.058223
"{1, 4, 8, 17, 30, 12, 24, 14, 16, 28, 18, 5, 13, 7, 9, 6, 15, 23, 22, 3, 26, 29, 27, 2, 11, 19, 10, 21, 25, 20, 1}",4.692444,"{1, 4, 24, 12, 14, 16, 28, 18, 5, 13, 7, 9, 6, 15, 23, 22, 3, 26, 29, 27, 2, 11, 19, 10, 20, 21, 25, 17, 30, 8, 1}",4.732683,0.008575,0.057727
"{1, 30, 5, 27, 26, 21, 14, 10, 22, 8, 4, 13, 20, 23, 17, 12, 9, 3, 6, 11, 7, 29, 2, 28, 19, 24, 18, 16, 15, 25, 1}",4.192964,"{1, 14, 21, 30, 27, 26, 23, 10, 22, 8, 4, 13, 20, 17, 12, 6, 11, 7, 3, 9, 29, 2, 28, 19, 24, 5, 18, 16, 15, 25, 1}",4.331210,0.032971,0.057951
"{1, 20, 12, 23, 30, 16, 22, 9, 3, 14, 19, 24, 25, 18, 8, 13, 4, 27, 28, 6, 7, 26, 15, 2, 29, 21, 5, 11, 10, 17, 1}",4.071381,"{1, 21, 29, 2, 15, 26, 7, 6, 28, 27, 4, 13, 8, 18, 25, 10, 11, 5, 17, 16, 14, 24, 19, 3, 9, 22, 30, 23, 12, 20, 1}",4.165714,0.023170,0.058114
"{1, 23, 14, 18, 9, 22, 15, 6, 21, 24, 19, 5, 3, 27, 30, 2, 29, 12, 26, 20, 4, 25, 7, 11, 13, 28, 17, 10, 8, 16, 1}",4.757874,"{1, 16, 9, 22, 15, 6, 21, 24, 19, 5, 3, 27, 4, 30, 2, 29, 12, 26, 20, 25, 7, 11, 13, 28, 17, 10, 8, 23, 14, 18, 1}",4.910086,0.031992,0.058014
"{1, 17, 20, 10, 14, 2, 5, 21, 16, 19, 13, 15, 28, 29, 30, 12, 3, 6, 9, 11, 27, 26, 4, 25, 18, 22, 8, 7, 23, 24, 1}",4.695572,"{1, 20, 10, 14, 2, 5, 21, 16, 19, 13, 15, 28, 29, 30, 12, 3, 6, 9, 11, 27, 26, 4, 25, 17, 18, 22, 8, 7, 23, 24, 1}",4.736734,0.008766,0.060373
"{1, 30, 17, 5, 18, 26, 10, 4, 21, 2, 12, 7, 23, 3, 20, 29, 15, 8, 19, 14, 16, 25, 9, 28, 13, 6, 11, 22, 27, 24, 1}",4.465028,"{1, 30, 17, 5, 18, 26, 10, 4, 21, 2, 12, 7, 23, 3, 20, 29, 15, 8, 19, 14, 13, 16, 25, 9, 28, 6, 11, 22, 27, 24, 1}",4.521090,0.012556,0.057908
"{1, 17, 27, 13, 15, 21, 30, 12, 25, 3, 4, 5, 26, 7, 29, 28, 8, 22, 6, 11, 2, 18, 19, 24, 9, 10, 14, 16, 23, 20, 1}",4.753870,"{1, 20, 23, 24, 19, 18, 2, 11, 6, 22, 8, 28, 29, 7, 26, 5, 4, 3, 25, 12, 30, 21, 14, 10, 9, 16, 27, 15, 13, 17, 1}",4.901708,0.031098,0.058059
"{1, 6, 14, 19, 10, 20, 9, 12, 5, 11, 8, 2, 30, 22, 4, 26, 24, 25, 28, 15, 7, 13, 27, 17, 3, 21, 23, 29, 18, 16, 1}",4.439012,"{1, 14, 19, 6, 10, 9, 20, 8, 2, 30, 22, 4, 26, 11, 5, 24, 25, 28, 15, 13, 27, 7, 12, 17, 3, 23, 21, 29, 18, 16, 1}",4.750826,0.070244,0.058058
"{1, 27, 30, 26, 10, 17, 13, 8, 29, 7, 22, 4, 28, 3, 19, 15, 9, 11, 18, 12, 23, 14, 25, 5, 6, 2, 16, 21, 20, 24, 1}",4.250412,"{1, 27, 30, 26, 10, 17, 13, 8, 29, 7, 22, 4, 28, 3, 19, 15, 9, 11, 18, 12, 23, 14, 25, 5, 6, 2, 16, 21, 20, 24, 1}",4.250412,0.000000,0.057853
"{1, 28, 19, 11, 26, 3, 23, 4, 24, 14, 25, 27, 16, 7, 6, 5, 30, 12, 29, 17, 9, 10, 21, 15, 18, 13, 22, 20, 2, 8, 1}",4.504547,"{1, 28, 19, 8, 2, 22, 18, 13, 20, 23, 4, 3, 11, 26, 24, 14, 25, 27, 16, 7, 6, 5, 30, 12, 29, 17, 9, 10, 21, 15, 1}",4.649673,0.032218,0.058444
"{1, 3, 9, 26, 8, 21, 20, 17, 16, 29, 23, 5, 19, 10, 7, 25, 4, 24, 30, 14, 2, 13, 27, 22, 11, 28, 18, 12, 15, 6, 1}",4.556380,"{1, 3, 9, 26, 8, 10, 7, 19, 25, 4, 24, 5, 23, 30, 14, 2, 29, 13, 27, 11, 22, 18, 28, 16, 17, 20, 12, 15, 6, 21, 1}",5.053510,0.109106,0.058522
"{1, 12, 19, 23, 21, 29, 25, 28, 17, 4, 11, 15, 2, 7, 6, 26, 20, 22, 9, 30, 16, 27, 18, 3, 14, 8, 24, 5, 13, 10, 1}",4.884797,"{1, 12, 19, 23, 21, 29, 25, 4, 11, 15, 2, 17, 28, 6, 7, 26, 20, 22, 30, 16, 27, 9, 18, 3, 14, 8, 24, 5, 13, 10, 1}",5.151573,0.054614,0.060077
"{1, 22, 4, 16, 13, 29, 28, 23, 26, 30, 15, 17, 8, 21, 2, 20, 9, 18, 3, 6, 5, 14, 12, 27, 11, 19, 24, 10, 25, 7, 1}",4.633424,"{1, 7, 25, 10, 20, 9, 14, 12, 5, 6, 3, 18, 2, 21, 8, 17, 15, 26, 30, 23, 28, 29, 13, 16, 4, 11, 27, 19, 24, 22, 1}",4.652792,0.004180,0.059958
"{1, 20, 23, 5, 4, 15, 6, 29, 28, 25, 14, 8, 12, 3, 11, 2, 30, 7, 16, 9, 27, 10, 22, 17, 21, 24, 26, 18, 13, 19, 1}",4.562660,"{1, 19, 8, 14, 25, 15, 6, 29, 28, 12, 3, 11, 2, 30, 7, 9, 16, 27, 10, 22, 17, 21, 26, 24, 18, 13, 23, 5, 20, 4, 1}",4.737933,0.038415,0.057890
"{1, 30, 28, 12, 17, 29, 8, 6, 14, 13, 4, 22, 20, 16, 25, 19, 3, 5, 18, 24, 23, 10, 15, 21, 2, 7, 11, 27, 9, 26, 1}",5.008911,"{1, 30, 29, 8, 6, 14, 13, 17, 12, 28, 3, 19, 25, 4, 22, 20, 16, 24, 23, 10, 15, 5, 18, 21, 2, 7, 11, 27, 9, 26, 1}",5.443989,0.086861,0.060171
"{1, 4, 12, 3, 20, 24, 13, 2, 27, 7, 9, 21, 6, 15, 22, 8, 28, 5, 25, 14, 18, 16, 19, 29, 11, 30, 26, 17, 23, 10, 1}",4.660744,"{1, 10, 23, 17, 26, 30, 11, 29, 19, 16, 18, 14, 25, 5, 28, 8, 22, 15, 6, 21, 9, 7, 27, 2, 13, 24, 20, 3, 12, 4, 1}",4.660744,0.000000,0.057738
"{1, 12, 3, 16, 2, 27, 5, 30, 19, 29, 21, 20, 23, 28, 22, 14, 11, 24, 10, 18, 13, 6, 7, 8, 15, 17, 9, 25, 26, 4, 1}",4.654721,"{1, 12, 27, 5, 2, 30, 19, 29, 3, 16, 21, 20, 23, 28, 22, 14, 11, 24, 10, 18, 13, 6, 7, 8, 15, 17, 9, 25, 26, 4, 1}",4.682913,0.006057,0.058946
"{1, 11, 5, 22, 30, 28, 13, 21, 4, 8, 18, 3, 9, 12, 25, 10, 6, 15, 20, 7, 14, 2, 19, 16, 23, 26, 24, 27, 17, 29, 1}",4.001754,"{1, 29, 17, 27, 24, 26, 23, 16, 19, 2, 14, 7, 20, 15, 6, 10, 25, 12, 9, 3, 18, 8, 4, 21, 13, 28, 30, 22, 5, 11, 1}",4.001754,0.000000,0.060158
"{1, 12, 8, 3, 20, 26, 23, 4, 11, 10, 19, 15, 28, 14, 2, 30, 21, 27, 18, 6, 13, 16, 5, 24, 29, 25, 9, 7, 17, 22, 1}",4.860698,"{1, 12, 8, 17, 7, 21, 30, 2, 20, 3, 26, 23, 4, 11, 10, 19, 15, 28, 14, 27, 18, 6, 13, 16, 5, 24, 9, 29, 25, 22, 1}",5.190866,0.067926,0.059874
"{1, 15, 8, 6, 24, 25, 18, 22, 4, 14, 19, 20, 9, 16, 30, 28, 26, 27, 5, 21, 12, 17, 10, 23, 3, 2, 29, 7, 13, 11, 1}",4.591309,"{1, 8, 15, 18, 22, 4, 14, 19, 16, 30, 28, 9, 20, 25, 6, 24, 21, 26, 27, 5, 12, 17, 10, 23, 3, 2, 29, 7, 13, 11, 1}",4.750891,0.034758,0.058872
"{1, 8, 18, 19, 20, 12, 7, 14, 4, 23, 28, 29, 5, 25, 17, 6, 16, 15, 30, 3, 26, 21, 9, 11, 22, 10, 27, 2, 24, 13, 1}",4.611518,"{1, 13, 24, 8, 2, 27, 10, 22, 11, 9, 21, 26, 3, 30, 15, 16, 6, 17, 25, 29, 5, 14, 7, 12, 20, 19, 18, 4, 23, 28, 1}",4.836056,0.048691,0.060245
"{1, 17, 29, 20, 19, 10, 14, 28, 7, 30, 24, 15, 12, 6, 21, 2, 9, 8, 16, 26, 5, 18, 3, 25, 4, 22, 23, 11, 13, 27, 1}",4.313107,"{1, 27, 13, 11, 23, 22, 4, 25, 3, 18, 5, 26, 16, 8, 9, 2, 21, 6, 12, 15, 24, 30, 7, 28, 14, 10, 19, 20, 29, 17, 1}",4.313107,0.000000,0.057892
"{1, 27, 28, 23, 22, 29, 12, 2, 21, 11, 25, 9, 4, 10, 14, 20, 6, 24, 18, 16, 3, 19, 17, 15, 8, 7, 13, 26, 5, 30, 1}",4.377907,"{1, 30, 5, 26, 13, 7, 8, 15, 17, 19, 3, 16, 18, 24, 6, 20, 14, 10, 29, 12, 2, 4, 9, 25, 11, 21, 28, 27, 23, 22, 1}",4.567437,0.043292,0.057773
"{1, 20, 30, 15, 4, 12, 26, 23, 17, 9, 22, 3, 6, 14, 18, 5, 25, 24, 7, 27, 8, 16, 28, 11, 2, 21, 13, 10, 19, 29, 1}",4.748262,"{1, 20, 30, 15, 4, 12, 26, 23, 17, 9, 22, 3, 6, 14, 18, 5, 25, 24, 7, 16, 28, 11, 2, 21, 13, 27, 8, 10, 29, 19, 1}",4.799636,0.010819,0.060425
"{1, 29, 26, 3, 4, 30, 10, 27, 13, 11, 25, 9, 16, 2, 20, 12, 24, 18, 21, 8, 15, 28, 23, 5, 14, 7, 19, 6, 22, 17, 1}",5.220150,"{1, 4, 10, 13, 11, 25, 27, 14, 19, 7, 30, 22, 6, 23, 28, 15, 5, 8, 18, 21, 24, 12, 20, 2, 9, 16, 3, 26, 29, 17, 1}",5.703568,0.092606,0.058061
"{1, 8, 9, 23, 15, 7, 25, 10, 28, 19, 22, 14, 29, 20, 13, 2, 27, 26, 11, 30, 21, 16, 5, 17, 24, 3, 6, 12, 4, 18, 1}",4.367671,"{1, 4, 6, 3, 20, 29, 10, 25, 9, 8, 23, 15, 7, 28, 19, 22, 14, 13, 2, 27, 26, 11, 30, 21, 5, 16, 17, 24, 12, 18, 1}",4.796696,0.098227,0.060033
"{1, 26, 24, 12, 18, 5, 15, 11, 23, 2, 9, 10, 20, 17, 4, 30, 7, 25, 3, 16, 28, 21, 22, 13, 14, 6, 8, 29, 19, 27, 1}",4.779123,"{1, 26, 24, 12, 18, 5, 15, 11, 25, 23, 2, 9, 10, 20, 17, 4, 30, 7, 3, 16, 28, 21, 22, 13, 14, 6, 8, 29, 19, 27, 1}",4.929245,0.031412,0.057929
"{1, 21, 11, 17, 26, 30, 7, 23, 24, 10, 25, 29, 4, 27, 2, 16, 5, 19, 6, 3, 13, 20, 28, 12, 15, 8, 14, 22, 18, 9, 1}",4.757239,"{1, 26, 30, 7, 23, 10, 25, 24, 17, 21, 11, 19, 29, 4, 27, 5, 2, 16, 6, 3, 13, 20, 28, 12, 15, 8, 14, 22, 18, 9, 1}",4.988842,0.048684,0.057969
"{1, 28, 22, 6, 30, 2, 24, 12, 29, 11, 13, 3, 19, 16, 17, 9, 18, 5, 27, 21, 4, 10, 23, 25, 20, 14, 7, 15, 8, 26, 1}",4.619990,"{1, 26, 8, 2, 24, 12, 29, 7, 15, 14, 20, 25, 23, 10, 4, 21, 27, 5, 18, 9, 17, 16, 19, 3, 13, 11, 30, 6, 22, 28, 1}",4.774067,0.033350,0.058733
"{1, 20, 28, 18, 10, 27, 7, 24, 23, 5, 17, 21, 11, 9, 25, 2, 19, 30, 6, 29, 14, 15, 26, 8, 13, 22, 16, 3, 12, 4, 1}",4.871240,"{1, 4, 12, 3, 22, 13, 16, 8, 26, 15, 14, 29, 6, 30, 19, 2, 25, 9, 11, 21, 17, 5, 23, 24, 7, 10, 18, 27, 28, 20, 1}",4.906746,0.007289,0.059398
"{1, 4, 29, 27, 19, 14, 9, 30, 17, 18, 11, 13, 21, 16, 7, 24, 2, 26, 23, 28, 5, 15, 8, 22, 6, 10, 3, 25, 20, 12, 1}",4.390612,"{1, 25, 3, 12, 20, 10, 6, 22, 8, 15, 5, 28, 23, 26, 2, 24, 18, 13, 7, 21, 16, 11, 30, 9, 17, 14, 19, 27, 29, 4, 1}",4.534638,0.032803,0.060942
